street,street_type,zip_code,parish,county,coastal_area
2ª RUA TERREIRINHO,Rua,1100-597,Lisboa,Lisboa,Coastal Area
RUA DIOGO DO COUTO,Rua,1170-014,Lisboa,Lisboa,Coastal Area
PASSEIO CANTÁBRICO,Passeio,1990-057,Lisboa,Lisboa,Coastal Area
AVENIDA DOM CARLOS,Avenida,1249-073,Lisboa,Lisboa,Coastal Area
RUA SÃO CIRO PÁTEO,Rua,1200-830,Lisboa,Lisboa,Coastal Area
AZINHAGA CIDADE 24,Azinhaga,1750-063,Lisboa,Lisboa,Coastal Area
PRACETA SANTA CRUZ,Estrada,2650-432,Amadora,Amadora,Coastal Area
RUA CASAL DO FORTE,Rua,2670-630,Bucelas,Loures,Not Coastal Area
RUA DA CONDESSA 56,Rua,1200-120,Lisboa,Lisboa,Coastal Area
PRAÇA DOM MANUEL I,Praça,1400-371,Lisboa,Lisboa,Coastal Area
RUA JOSÉ VERÍSSIMO,Rua,2560-499,Santa Cruz,Torres Vedras,Coastal Area
RUA ALTO DO MOINHO,,2705-645,Gouveia,Sintra,Coastal Area
TRAVESSA DA MATA 1,Travessa,1100-343,Lisboa,Lisboa,Coastal Area
1ª RUA MEIO À LAPA,Beco,1200-274,Lisboa,Lisboa,Coastal Area
1ª RUA DA BOMBARDA,Rua,1100-097,Lisboa,Lisboa,Coastal Area
ESTRADA OUTEIRINHO,Praceta,2655-415,Ericeira,Mafra,Coastal Area
RUA LUÍS FERNANDES,Rua,1200-244,Lisboa,Lisboa,Coastal Area
AVENIDA D. JOÃO II,Avenida,1990-079,Lisboa,Lisboa,Coastal Area
ESCADINHAS OLARIAS,Escadinhas,1100-375,Lisboa,Lisboa,Coastal Area
RUA CASAL DO PAROL,Rua,2640-259,Encarnação,Mafra,Coastal Area
RUA FILINTO ELÍSIO,Rua,1300-244,Lisboa,Lisboa,Coastal Area
RUA ANGOLA 15 ESQº,Rua,1170-021,Lisboa,Lisboa,Coastal Area
RUA SANTOS-O-VELHO,Rua,1200-812,Lisboa,Lisboa,Coastal Area
RUA DO MEIO À LAPA,Rua,1200-721,Lisboa,Lisboa,Coastal Area
QUINTA DO MALVEIRO,Rua,2590-507,Sobral de Monte Agraço,Sobral de Monte Agraço,Not Coastal Area
RUA EDUARDO PESSOA,Rua,2755-038,Alcabideche,Cascais,Coastal Area
RUA CONDE ALMOSTER,Rua,1500-197,Lisboa,Lisboa,Coastal Area
AVENIDA LUÍS BÍVAR,Avenida,1050-142,Lisboa,Lisboa,Coastal Area
RUA BORGES GRAINHA,Rua,1170-062,Lisboa,Lisboa,Coastal Area
RUA JORGE BARRADAS,Rua,1500-370,Lisboa,Lisboa,Coastal Area
RUA LUGAR DE BAIXO,,2560-191,Assenta,Torres Vedras,Coastal Area
RUA LUCINDA SIMÕES,Rua,1900-305,Lisboa,Lisboa,Coastal Area
ESTRADA BELA VISTA,,2530-057,Montoito,Lourinhã,Coastal Area
RUA MARTENS FERRÃO,Rua,1050-160,Lisboa,Lisboa,Coastal Area
1ª RUA SANTO AMARO,Rua,1200-803,Lisboa,Lisboa,Coastal Area
RUA FORÇAS ARMADAS,Rua,2665-118,Gradil,Mafra,Not Coastal Area
"LARGO DAS OLARIAS,",Largo,1100-376,Lisboa,Lisboa,Coastal Area
TRAVESSA DO JORDÃO,Rua,1100-133,Lisboa,Lisboa,Coastal Area
RUA DE SÃO NICOLAU,Rua,1100-549,Lisboa,Lisboa,Coastal Area
RUA FANQUEIROS 112,Rua,1100-231,Lisboa,Lisboa,Coastal Area
RUA EÇA DE QUEIROZ,Rua,2765-475,São João do Estoril,Cascais,Coastal Area
RUA FALCÃO TRIGOSO,Rua,2750-564,Cobre,Cascais,Coastal Area
RUA LOPES 85 1 DTO,Rua,1900-297,Lisboa,Lisboa,Coastal Area
RUA ROMANO ESTEVES,Rua,2750-576,Cobre,Cascais,Coastal Area
1ª RUA DA MOURARIA,Calçada,1100-363,Lisboa,Lisboa,Coastal Area
1ª RUA LUZ SORIANO,Rua,1200-246,Lisboa,Lisboa,Coastal Area
RUA 1º DE DEZEMBRO,Rua,1200-357,Lisboa,Lisboa,Coastal Area
RUA DA BEMPOSTINHA,Rua,1150-067,Lisboa,Lisboa,Coastal Area
RUA AFONSO SANCHES,Rua,2750-282,Cascais,Cascais,Coastal Area
RUA MARQUÊS POMBAL,Rua,2755-247,Murches,Cascais,Coastal Area
RUA ANTÓNIO GALVÃO,Rua,2780-047,Oeiras,Oeiras,Coastal Area
RUA BARÃO 18 R/C A,Rua,1100-073,Lisboa,Lisboa,Coastal Area
RUA CONDE MONSARAZ,Rua,1170-103,Lisboa,Lisboa,Coastal Area
CALÇADA LIVRAMENTO,Calçada,1350-188,Lisboa,Lisboa,Coastal Area
RUA ROSA 204 R/C F,Rua,1200-390,Lisboa,Lisboa,Coastal Area
TRAVESSA DA NAZARÉ,Rua,1100-378,Lisboa,Lisboa,Coastal Area
RUA DR. EGAS MONIZ,Travessa,2560-232,Paúl,Torres Vedras,Not Coastal Area
RUA PINHEIRO BRAVO,Rua,2710-275,Janas,Sintra,Coastal Area
1ª RUA SÃO NICOLAU,Rua,1100-547,Lisboa,Lisboa,Coastal Area
RUA POMBAL 8 SOTÃO,Rua,2655-334,Ericeira,Mafra,Coastal Area
PRAÇA MARTIM MONIZ,Calçada,1150-249,Lisboa,Lisboa,Coastal Area
RUA LUZ DO SORIANO,Rua,1200-382,Lisboa,Lisboa,Coastal Area
RUA LUMIAR 24 CASA,Rua,1750-163,Lisboa,Lisboa,Coastal Area
AZINHAGA DO CALHAU,Azinhaga,2710-148,Carrascal,Sintra,Coastal Area
CALÇADA CRUZ PEDRA,Calçada,1900-173,Lisboa,Lisboa,Coastal Area
RUA BEMPOSTINHA 64,Rua,1150-067,Lisboa,Lisboa,Coastal Area
RUA CAPITÃO LEITÃO,Rua,1950-051,Lisboa,Lisboa,Coastal Area
RUA DAVID DE SOUSA,Rua,1000-107,Lisboa,Lisboa,Coastal Area
RUA CASAL DA SERRA,Rua,2635-275,Rinchoa,Sintra,Coastal Area
RUA BENTO CARQUEJA,Rua,2765-518,São Pedro do Estoril,Cascais,Coastal Area
1ª RUA DA COCHICHA,Caminho,2705-350,Colares,Sintra,Coastal Area
RUA AMÍLCAR CABRAL,Rua,1750-018,Lisboa,Lisboa,Coastal Area
TRAVESSA ARROCHELA,Travessa,1200-031,Lisboa,Lisboa,Coastal Area
ALTO SÃO FRANCISCO,Alto,1250-229,Lisboa,Lisboa,Coastal Area
RUA VELOSO SALGADO,Rua,1600-218,Lisboa,Lisboa,Coastal Area
RUA ANJOS 67 1 DTO,Rua,1150-035,Lisboa,Lisboa,Coastal Area
RUA DIOGO DO COUTO,Rua,1100-194,Lisboa,Lisboa,Coastal Area
RUA PALMIRA BASTOS,Rua,2675-425,Odivelas,Odivelas,Coastal Area
RUA CONDE FERREIRA,Rua,2710-556,Sintra,Sintra,Coastal Area
RUA ANTÓNIO SÉRGIO,Rua,2750-555,Cobre,Cascais,Coastal Area
CALÇADA PATRIARCAL,Calçada,1250-182,Lisboa,Lisboa,Coastal Area
1ª RUA DO LOUREIRO,Rua,1100-315,Lisboa,Lisboa,Coastal Area
ESTRADA FORTE LOTE,Rua,2640-046,Ribamar,Mafra,Coastal Area
RUA DAMIÃO DE GÓIS,Rua,2765-087,Alapraia,Cascais,Coastal Area
ESTRADA SÃO JULIÃO,Estrada,2705-516,Assafora,Sintra,Coastal Area
PRACETA CHETAINHAS,Praceta,2750-806,Charneca,Cascais,Coastal Area
AVENIDA DOM CARLOS,Avenida,2750-310,Cascais,Cascais,Coastal Area
1ª RUA DA GESTEIRA,Caminho,2530-579,Fontelas,Lourinhã,Not Coastal Area
RUA 1º DE DEZEMBRO,Rua,2550-122,Cadaval,Cadaval,Not Coastal Area
RUA DE SANTO AMARO,,2580-261,Soeiro Cunhado,Alenquer,Not Coastal Area
RUA BELO HORIZONTE,Rua,2530-880,Lourinhã,Lourinhã,Coastal Area
PRAÇA MUNICÍPIO 21,Praça,1100-365,Lisboa,Lisboa,Coastal Area
PRACETA GIRASSOL 6,Praceta,2775-664,Lombos,Cascais,Coastal Area
ESTRADA PONTINHA 3,,2580-654,Requeixada,Alenquer,Not Coastal Area
CAMINHO CASTANHAIS,Caminho,2710-560,Sintra,Sintra,Coastal Area
RUA ROSA 281 4 DRT,Rua,1200-381,Lisboa,Lisboa,Coastal Area
RUA ROSA 281 4º ES,Rua,1200-381,Lisboa,Lisboa,Coastal Area
RUA DESCOBRIMENTOS,Rua,2655-263,Ericeira,Mafra,Coastal Area
TRAVESSA MINA LOTE,Rua,2655-097,Fonte Boa da Brincosa,Mafra,Coastal Area
AVENIDA ULTRAMAR 3,Avenida,2754-537,Cascais,Cascais,Coastal Area
RUA ALTO DOS FETOS,Rua,2705-437,Assafora,Sintra,Coastal Area
PRAÇA DO JUNQUEIRO,Praça,2775-597,Carcavelos,Cascais,Coastal Area
RAMPA NECESSIDADES,Rampa,1350-216,Lisboa,Lisboa,Coastal Area
RUA DO OLIVEIRINHA,Rua,1100-384,Lisboa,Lisboa,Coastal Area
PRAÇA NAVEGANTES 3,Praça,2655-320,Ericeira,Mafra,Coastal Area
PRAÇA NAVEGANTES 6,Praça,2655-320,Ericeira,Mafra,Coastal Area
ALAMEDA ALTO BARRA,Alameda,2780-179,Oeiras,Oeiras,Coastal Area
TRAVESSA ESCOLA S/,,2640-059,Casais de Monte Bom,Mafra,Coastal Area
RUA MONTE DO CARMO,Rua,2750-438,Cascais,Cascais,Coastal Area
RUA DAS FONTAINHAS,Rua,1300-023,Lisboa,Lisboa,Coastal Area
RUA CABEÇOS FRAÇÃO,Travessa,2640-043,Ribamar,Mafra,Coastal Area
RUA CARDAL À GRAÇA,Rua,1170-075,Lisboa,Lisboa,Coastal Area
RUA EÇA DE QUEIRÓS,Rua,1050-096,Lisboa,Lisboa,Coastal Area
TRAVESSA DOM VASCO,Travessa,1300-204,Lisboa,Lisboa,Coastal Area
PRACETA MARGARIDAS,Praceta,2655-491,Ericeira,Mafra,Coastal Area
RUA LUÍS DE CAMÕES,Rua,1495-083,Algés,Oeiras,Coastal Area
TRAVESSA JERÓNIMOS,Travessa,1300-315,Lisboa,Lisboa,Coastal Area
PRAÇA ÁGUAS LIVRES,Praça,1250-001,Lisboa,Lisboa,Coastal Area
RUA NOGUEIRA SOUSA,Rua,1150-237,Lisboa,Lisboa,Coastal Area
ALTO DA BELA VISTA,Rua,2750-001,Cascais,Cascais,Coastal Area
RUA BARBOSA COLLÉN,Rua,2765-469,Areias,Cascais,Coastal Area
VILA BERTA À GRAÇA,Vila,1170-400,Lisboa,Lisboa,Coastal Area
RUA JOÃO DE BASTOS,Rua,1400-215,Lisboa,Lisboa,Coastal Area
RUA CAPITÃO LEITÃO,Rua,2775-226,Parede,Cascais,Coastal Area
RUA FRANKLIN LAMAS,Rua,2750-351,Cascais,Cascais,Coastal Area
RUA CIDADE MALANGE,Rua,1800-101,Lisboa,Lisboa,Coastal Area
RUA PRATA 133 1º E,Rua,1100-414,Lisboa,Lisboa,Coastal Area
TRAVESSA GIBRALTAR,Travessa,1300-271,Lisboa,Lisboa,Coastal Area
PASSEIO JACARANDÁS,Passeio,1990-387,Lisboa,Lisboa,Coastal Area
RUA PRATA 121 1º A,Rua,1100-415,Lisboa,Lisboa,Coastal Area
RUA PORTUGAL DURÃO,Rua,1600-184,Lisboa,Lisboa,Coastal Area
PRACETA NAVEGANTES,Parque,2705-320,Praia das Maçãs,Sintra,Coastal Area
RUA EÇA DE QUEIRÓS,Rua,2710-671,Carrascal,Sintra,Coastal Area
RUA DOS CAETANOS 6,Rua,1200-079,Lisboa,Lisboa,Coastal Area
RUA ZACARIAS VIVAS,,2550-458,Sobrena,Cadaval,Not Coastal Area
1ª RUA DO CALDEIRA,Rua,2655-249,Ericeira,Mafra,Coastal Area
1ª RUA DOS MASTROS,Praça,1200-425,Lisboa,Lisboa,Coastal Area
1ª RUA DO LARANJAL,Rua,1300-349,Lisboa,Lisboa,Coastal Area
RUA ANTÓNIA PUSICH,Rua,1700-042,Lisboa,Lisboa,Coastal Area
RUA MARIA DA FONTE,Rua,1100-085,Lisboa,Lisboa,Coastal Area
IMPASSE POCINHOS 2,Rua,2655-333,Ericeira,Mafra,Coastal Area
RUA LUÍS DE CAMÕES,Rua,2765-537,São Pedro do Estoril,Cascais,Coastal Area
PÁTIO MARIA AMÉLIA,Pátio,2710-465,Sintra,Sintra,Coastal Area
RUA ROCHA FERREIRA,Rua,2765-275,Estoril,Cascais,Coastal Area
AVENIDA VASCO GAMA,Avenida,2750-509,Cascais,Cascais,Coastal Area
RUA 29 DE NOVEMBRO,Travessa,2530-326,Zambujeira,Lourinhã,Coastal Area
RUA 1º DE DEZEMBRO,Rua,1249-054,Lisboa,Lisboa,Coastal Area
TRAVESSA POÇO NOVO,Travessa,2750-469,Cascais,Cascais,Coastal Area
RUA SOUSA LOPES PQ,Rua,1600-207,Lisboa,Lisboa,Coastal Area
RUA CASAL DA TORRE,Estrada,2710-265,Janas,Sintra,Coastal Area
TRAVESSA DA PENDÔA,Rua,2710-542,Sintra,Sintra,Coastal Area
RUA CÂMARA PESTANA,Rua,1150-082,Lisboa,Lisboa,Coastal Area
RUA PORTO DINHEIRO,Rua,2530-661,Ribamar,Lourinhã,Coastal Area
RUA DO TERREIRINHO,Largo,1100-595,Lisboa,Lisboa,Coastal Area
RUA CIDADE CARMONA,Rua,1800-081,Lisboa,Lisboa,Coastal Area
1ª RUA MIRA PARQUE,Praceta,2655-247,Ericeira,Mafra,Coastal Area
RUA ARMANDO VILLAR,Rua,2750-777,Cobre,Cascais,Coastal Area
BECO DOS BEGUINHOS,Beco,1100-080,Lisboa,Lisboa,Coastal Area
RUA JAIME THOMPSON,Rua,2750-378,Cascais,Cascais,Coastal Area
RUA ANTÓNIO GEDEÃO,Rua,2750-013,Aldeia de Juzo,Cascais,Coastal Area
RUA ANTÓNIO FILIPE,Rua,2530-038,Atalaia,Lourinhã,Coastal Area
RUA EDUARDO BRASÃO,Rua,1900-214,Lisboa,Lisboa,Coastal Area
RUA VEIGA DA CUNHA,Rua,2710-627,Sintra,Sintra,Coastal Area
BECO DO PENABUQUEL,Beco,1100-405,Lisboa,Lisboa,Coastal Area
RUA DONA ESTEFÂNIA,Rua,1000-153,Lisboa,Lisboa,Coastal Area
TRAVESSA DAS ALMAS,Rua,1350-288,Lisboa,Lisboa,Coastal Area
RUA 1 DA VILA MAIA,Rua,1350-403,Lisboa,Lisboa,Coastal Area
RUA ALMIRANTE REIS,Rua,2530-131,Lourinhã,Lourinhã,Coastal Area
TRAVESSA DO JORDAO,Travessa,1100-295,Lisboa,Lisboa,Coastal Area
RUA CIDADE COIMBRA,Rua,2775-180,Parede,Cascais,Coastal Area
RUA ALGAS MARINHAS,,2560-396,Praia Azul,Torres Vedras,Coastal Area
RUA DA BOAVISTA 62,Rua,1200-068,Lisboa,Lisboa,Coastal Area
RUA DA MADRESSILVA,Travessa,2710-128,Cabriz,Sintra,Coastal Area
BECO FARINHAS 5 RC,Beco,1100-234,Lisboa,Lisboa,Coastal Area
RUA ESTRELA DO MAR,Rua,2530-220,Praia da Areia Branca,Lourinhã,Coastal Area
AVENIDA DAS TÍLIAS,Rua,2765-290,Estoril,Cascais,Coastal Area
CAMINHO RAPOSEIRAS,,2640-065,Marvão,Mafra,Coastal Area
RUA DOS LAGARES 38,Travessa,1100-601,Lisboa,Lisboa,Coastal Area
RUA MOÍNHO TORRADO,Rua,2710-227,Galamares,Sintra,Coastal Area
RUA 2 DA VILA MAIA,Rua,1350-404,Lisboa,Lisboa,Coastal Area
CALÇADA DO MONTE 6,,1100-215,Lisboa,Lisboa,Coastal Area
AVENIDA LUÍS BÍVAR,Avenida,1069-024,Lisboa,Lisboa,Coastal Area
RUA LUÍS DE CAMÕES,Rua,1300-360,Lisboa,Lisboa,Coastal Area
RUA CONDE REDONDO,Rua,1150-104,Lisboa,Lisboa,Coastal Area
RUA DO BENFORMOSO,Beco,1100-082,Lisboa,Lisboa,Coastal Area
1ª RUA MARTIM VAZ,Rua,1150-223,Lisboa,Lisboa,Coastal Area
RUA DAS CANASTRAS,Rua,1100-009,Lisboa,Lisboa,Coastal Area
AVENIDA RÉPÚBLICA,Rua,1000-020,Lisboa,Lisboa,Coastal Area
AVENIDA DE FRANÇA,Avenida,2605-766,Casal de Cambra,Sintra,Not Coastal Area
CALÇADA DO COMBRO,Pátio,1200-115,Lisboa,Lisboa,Coastal Area
RUA ENTRE QUINTAS,Rua,2710-462,Sintra,Sintra,Coastal Area
RUA PASSOS MANUEL,Rua,1150-257,Lisboa,Lisboa,Coastal Area
RUA DO JUNCALINHO,Rua,2705-672,Magoito,Sintra,Coastal Area
LARGO TERREIRINHO,Arco,2710-623,Sintra,Sintra,Coastal Area
TRAVESSA ARRÁBIDA,Travessa,1250-035,Lisboa,Lisboa,Coastal Area
RUA GONÇALO BRAGA,Rua,1885-038,Moscavide,Loures,Coastal Area
RUA DAS PALMEIRAS,Rua,2750-002,Quinta da Marinha,Cascais,Coastal Area
CALÇADA SANTANA 5,Calçada,1150-301,Lisboa,Lisboa,Coastal Area
RUA JOÃO DE LEMOS,Rua,2775-668,Lombos,Cascais,Coastal Area
AVENIDA BRASIL 31,Avenida,2735-671,São Marcos,Sintra,Coastal Area
RUA AMÉRICO DURÃO,Rua,1900-064,Lisboa,Lisboa,Coastal Area
RUA SÃO SEBASTIÃO,Caminho,2530-062,Abelheira,Lourinhã,Coastal Area
RUA INFANTARIA 16,Rua,1350-165,Lisboa,Lisboa,Coastal Area
1ª RUA DO ARSENAL,Rua,1100-040,Lisboa,Lisboa,Coastal Area
RUA OCEANO ÍNDICO,Rua,2655-486,Ericeira,Mafra,Coastal Area
1ª RUA DO ALVIELA,Rua,1170-012,Lisboa,Lisboa,Coastal Area
BECO PÃO DE MILHO,Beco,2705-055,Almoçageme,Sintra,Coastal Area
ARCO ESCURO 4 DTO,Arco,1100-030,Lisboa,Lisboa,Coastal Area
RUA SANTO ANTÓNIO,Rua,2530-224,Praia da Areia Branca,Lourinhã,Coastal Area
AVENIDA REPÚBLICA,Avenida,2775-271,Parede,Cascais,Coastal Area
TRAVESSA REMÉDIOS,Rua,1100-452,Lisboa,Lisboa,Coastal Area
RUA SÃO CRISTÓVÃO,Rua,1100-514,Lisboa,Lisboa,Coastal Area
RUA FERREIRA LAPA,Rua,1150-155,Lisboa,Lisboa,Coastal Area
RUA TOMÁS RIBEIRO,Rua,1050-225,Lisboa,Lisboa,Coastal Area
RUA ALTO DA MILHA,Rua,2765-297,Galiza,Cascais,Coastal Area
RUA DAS CARAVELAS,Avenida,1990-097,Lisboa,Lisboa,Coastal Area
RUA BERNARDO LIMA,Rua,1150-074,Lisboa,Lisboa,Coastal Area
AVENIDA REPUBLICA,Avenida,2775-275,Parede,Cascais,Coastal Area
RUA ABÍLIO MENDES,Rua,1500-458,Lisboa,Lisboa,Coastal Area
TRAVESSA DA FONTE,,2530-685,Casal da Galharda,Lourinhã,Not Coastal Area
PÁTIO COLEGINHO 6,Pátio,1100-337,Lisboa,Lisboa,Coastal Area
RUA SAMPAIO BRUNO,Rua,1350-285,Lisboa,Lisboa,Coastal Area
TRAVESSA SUIMANGA,Travessa,2750-709,Torre,Cascais,Coastal Area
RUA DE SÃO JULIÃO,Rua,1100-524,Lisboa,Lisboa,Coastal Area
RUA DO EMBAIXADOR,Rua,1300-215,Lisboa,Lisboa,Coastal Area
RUA PEDRAS NEGRAS,,2565-589,Casal Marcelino,Torres Vedras,Not Coastal Area
RUA ANTÓNIO ABREU,Rua,2750-153,Cascais,Cascais,Coastal Area
ARCO ESCURO 4 ESQ,Arco,1100-030,Lisboa,Lisboa,Coastal Area
TRAVESSA PEIXEIRA,Travessa,1200-327,Lisboa,Lisboa,Coastal Area
RUA BASÍLIO TELES,Rua,1070-021,Lisboa,Lisboa,Coastal Area
LARGO CORPO SANTO,Largo,1200-129,Lisboa,Lisboa,Coastal Area
RUA 8 DE SETEMBRO,Rua,2560-428,Casalinhos de Alfaiata,Torres Vedras,Coastal Area
RUA GAGO COUTINHO,Estrada,2580-568,Alenquer,Alenquer,Not Coastal Area
RUA ACTOR TABORDA,Rua,1000-007,Lisboa,Lisboa,Coastal Area
RUA BARÃO SABROSA,Rua,1900-090,Lisboa,Lisboa,Coastal Area
RUA JACINTA MARTO,Rua,1150-191,Lisboa,Lisboa,Coastal Area
ESTRADA ALGUEIRÃO,Estrada,2710-728,Lourel,Sintra,Not Coastal Area
ESTRADA CAVALEIRA,Estrada,2710-728,Lourel,Sintra,Not Coastal Area
RUA SUAVE MILAGRE,Rua,2705-172,Banzão,Sintra,Coastal Area
RUA ANTÓNIO NOBRE,Rua,2750-655,Cascais,Cascais,Coastal Area
RUA VASCO DA GAMA,,2560-449,Amoeiras,Torres Vedras,Coastal Area
RUA MONIZ DA MAIA,Rua,2705-326,Praia das Maçãs,Sintra,Coastal Area
TRAVESSA EIRANDAS,Travessa,2530-536,Moledo,Lourinhã,Coastal Area
TRAVESSA BEIROLAS,Travessa,1800-030,Lisboa,Lisboa,Coastal Area
RUA ANDRADE CORVO,Rua,1050-008,Lisboa,Lisboa,Coastal Area
RUA CAETANO PALHA,Rua,1200-076,Lisboa,Lisboa,Coastal Area
LARGO OLIVEIRINHA,Largo,1250-174,Lisboa,Lisboa,Coastal Area
CALÇADA DO GARCIA,Calçada,1150-167,Lisboa,Lisboa,Coastal Area
RUA TERRA DA EIRA,Rua,2640-074,Ribamar,Mafra,Coastal Area
RUA JOSÉ D'ESAGUY,Rua,1700-267,Lisboa,Lisboa,Coastal Area
RUA CAMPO DA BOLA,,2565-291,Sendieira,Torres Vedras,Coastal Area
RUA COVA DA MOURA,Rua,1350-116,Lisboa,Lisboa,Coastal Area
RUA DA ATALIA 110,Travessa,1200-010,Lisboa,Lisboa,Coastal Area
1ª RUA DAS TAIPAS,Rua,1250-080,Lisboa,Lisboa,Coastal Area
TRAVESSA SÃO TOMÉ,Travessa,1100-565,Lisboa,Lisboa,Coastal Area
TRAVESSA MACHADOS,Travessa,1100-316,Lisboa,Lisboa,Coastal Area
AVENIDA REPÚBLICA,Avenida,1050-195,Lisboa,Lisboa,Coastal Area
RUA VOLGA 5.03.02,Rua,1990-523,Lisboa,Lisboa,Coastal Area
LARGO DA TRINDADE,Rua,1200-301,Lisboa,Lisboa,Coastal Area
RUA ROSAS BRANCAS,Rua,2705-155,Banzão,Sintra,Coastal Area
TRAVESSA QUEIMADA,Travessa,1200-364,Lisboa,Lisboa,Coastal Area
1º LARGO MANUEL E,Largo,1500-415,Lisboa,Lisboa,Coastal Area
RUA VASCO DA GAMA,Rua,2645-587,Bicesse,Cascais,Coastal Area
1ª RUA BOM RETIRO,,2600-079,Quinta de São José,Vila Franca de Xira,Coastal Area
PRACETA DIOGO CÃO,Praceta,2775-563,Carcavelos,Cascais,Coastal Area
RUA MORAIS SOARES,Rua,1900-348,Lisboa,Lisboa,Coastal Area
RUA CORREIA TELES,Rua,1350-096,Lisboa,Lisboa,Coastal Area
LARGO MARIA LAMAS,Largo,2795-138,Linda a Velha,Oeiras,Coastal Area
RUA AUGUSTO GIL 3,Rua,1000-062,Lisboa,Lisboa,Coastal Area
TRAVESSA JOÃO VAZ,Travessa,1000-181,Lisboa,Lisboa,Coastal Area
TRAVESSA TRINDADE,Travessa,1200-469,Lisboa,Lisboa,Coastal Area
RUA CORREIA TELES,Rua,2720-132,Amadora,Amadora,Coastal Area
RUA SANTO ANTÓNIO,Rua,2645-644,Amoreira,Cascais,Coastal Area
ESTRADA MOSCAVIDE,Estrada,1800-278,Lisboa,Lisboa,Coastal Area
LARGO DO CALVÁRIO,Travessa,1300-144,Lisboa,Lisboa,Coastal Area
RUA SOUSA VITERBO,Rua,1900-427,Lisboa,Lisboa,Coastal Area
CALÇADA SÃO PEDRO,Calçada,2710-509,São Pedro,Sintra,Coastal Area
RUA 31 DE JANEIRO,Rua,2775-295,Parede,Cascais,Coastal Area
RUA SANTA BÁRBARA,Rua,1150-289,Lisboa,Lisboa,Coastal Area
RUA VASCO DA GAMA,Rua,2775-297,Parede,Cascais,Coastal Area
RUA JORGE DE SENA,Rua,2765-488,Areias,Cascais,Coastal Area
TRAVESSA PITEIRAS,Travessa,1400-299,Lisboa,Lisboa,Coastal Area
TRAVESSA SÃO JOSÉ,Travessa,1200-415,Lisboa,Lisboa,Coastal Area
RUA MIRA PARQUE 2,Praceta,2655-247,Ericeira,Mafra,Coastal Area
RUA EDUARDO PIRES,Rua,2775-190,Parede,Cascais,Coastal Area
TRAVESSA ESPERA 8,Travessa,1200-176,Lisboa,Lisboa,Coastal Area
1ª RUA DA ATALAIA,Travessa,1200-010,Lisboa,Lisboa,Coastal Area
AVENIDA D. CARLOS,Avenida,1200-651,Lisboa,Lisboa,Coastal Area
PASSEIO LEVANTE 2,Passeio,1990-503,Lisboa,Lisboa,Coastal Area
RUA DA BELA VISTA,,2530-057,Montoito,Lourinhã,Coastal Area
TRAVESSA MERCÊS 6,Travessa,1200-269,Lisboa,Lisboa,Coastal Area
AVENIDA DO ÍNDICO,Avenida,1990-090,Lisboa,Lisboa,Coastal Area
RUA SÃO BENTO 141,Rua,1200-817,Lisboa,Lisboa,Coastal Area
RUA DOS CORDEIROS,Rua,1200-245,Lisboa,Lisboa,Coastal Area
RUA SANTA MARINHA,Rua,1100-490,Lisboa,Lisboa,Coastal Area
RUA JACINTO NUNES,Rua,1170-187,Lisboa,Lisboa,Coastal Area
RUA CHÃO DA FEIRA,Rua,1100-143,Lisboa,Lisboa,Coastal Area
PRAÇA FIGUEIRA 12,Praça,1100-240,Lisboa,Lisboa,Coastal Area
BECO MARIA GUERRA,Beco,1100-332,Lisboa,Lisboa,Coastal Area
RUA DOS SAPADORES,Rua,1170-341,Lisboa,Lisboa,Coastal Area
AVENIDA ATLÂNTICO,Avenida,2705-285,Pinhal da Nazaré,Sintra,Coastal Area
RUA DO MACHADINHO,Rua,1200-706,Lisboa,Lisboa,Coastal Area
VIELA MOINHO NOVO,Rua,2710-704,Linhó,Sintra,Coastal Area
1ª RUA SÃO JULIÃO,Rua,1100-556,Lisboa,Lisboa,Coastal Area
RUA DAS BEATAS 10,Rua,1170-052,Lisboa,Lisboa,Coastal Area
PASSEIO VILA EXPO,Passeio,1990-430,Lisboa,Lisboa,Coastal Area
ESCADINHAS TORRES,Rua,2705-105,Azenhas do Mar,Sintra,Coastal Area
RUA JOSÉ DOS REIS,Rua,2705-105,Azenhas do Mar,Sintra,Coastal Area
RUA FONTAÍNHAS AG,Rua,1100-246,Lisboa,Lisboa,Coastal Area
AVENIDA REPÚBLICA,Avenida,2645-143,Alcoitão,Cascais,Coastal Area
RUA MARQUÊS OLHÃO,Rua,1900-332,Lisboa,Lisboa,Coastal Area
ESTRADA ALGUEIRÃO,Estrada,2725-020,Algueirão,Sintra,Not Coastal Area
CALÇADA DO TIJOLO,Calçada,1200-464,Lisboa,Lisboa,Coastal Area
RUA DAS SILVEIRAS,Estrada,2705-903,Terrugem,Sintra,Coastal Area
PRACETA GALINHOLA,Praceta,2750-692,Torre,Cascais,Coastal Area
RUA VINHA 22 R/CH,Rua,1200-476,Lisboa,Lisboa,Coastal Area
RUA HERMANO NEVES,Rua,2765-532,Areias,Cascais,Coastal Area
PRAÇA JOÃO DO RIO,Praça,1000-180,Lisboa,Lisboa,Coastal Area
RUA JOÃO CASTILHO,Rua,1300-321,Lisboa,Lisboa,Coastal Area
RUA SÍLVIO REBELO,Rua,1000-282,Lisboa,Lisboa,Coastal Area
LARGO DO SEQUEIRA,Rua,1100-444,Lisboa,Lisboa,Coastal Area
