listing_id,host_id,date_id,location_id,property_id,review_id,price_per_night
608573,143,12052016,945,2,11,40
608769,182,21112019,350,6,2,50
610528,170,4042012,274,22,2,60
610771,178,19102018,1781,2,3,48
613104,170,4042012,274,94,10,75
617562,184,14092017,1988,20,1,30
622084,185,12062013,2899,2,3,50
625871,77,27092012,1325,95,1,88
627114,186,23012015,861,6,7,57
629165,133,21122015,2015,96,3,50
632742,170,4042012,274,9,2,75
632865,23,30072012,3117,6,1,37
635040,187,13102014,2886,97,2,75
638748,170,4042012,274,22,2,60
638749,170,4042012,274,9,2,75
640801,188,11022015,1060,9,1,60
641703,38,18092019,2865,30,1,50
642161,185,12062013,2376,40,3,50
642175,124,6072016,1838,49,2,100
643201,190,3082015,2237,98,2,100
643412,190,25052015,1287,33,3,110
31928859,191,25052015,1287,33,5,121
643914,156,12022015,533,33,2,150
646461,156,13082015,3523,7,3,160
646676,193,10012018,984,13,7,150
665039,193,10012018,984,99,4,39
648136,194,5022017,583,7,2,53
649826,195,20042016,1392,1,3,60
650820,196,25052019,83,54,11,43
654182,197,10042018,546,10,3,43
656673,198,12022016,2657,100,3,57
656771,199,4072017,1711,1,1,69
660530,200,19012015,1301,1,1,62
662288,124,28122017,766,101,4,80
664910,69,26072013,2310,1,2,100
674051,202,15042015,63,7,2,128
675464,203,20052015,3007,102,4,65
675927,204,19122017,1736,6,3,50
677562,38,11052018,1553,27,3,70
678817,206,22032017,2301,1,1,50
678990,207,18102018,744,20,1,20
679226,23,26112014,3287,54,1,58
681723,209,4072017,2262,16,3,69
684995,86,3122014,2764,55,2,80
686095,210,22042016,2235,40,1,50
686195,86,3122014,2764,95,2,36
688279,18,18112014,951,33,3,119
688656,211,26032015,2839,2,2,60
693505,157,17032015,775,96,3,110
693886,212,5022015,1341,13,2,210
700509,213,9012015,2097,2,2,73
702867,215,14122014,3030,103,1,75
704038,213,9012015,659,2,3,74
704203,213,9012015,659,2,3,62
706077,216,29042015,800,2,1,80
706775,217,8062016,2043,2,3,80
707577,218,18052016,2919,104,3,22
710144,218,18052016,2919,20,2,27
719913,218,18052016,2919,105,3,24
748394,218,18052016,2919,105,3,25
712034,219,19122016,176,54,3,50
713782,220,19052015,3276,33,3,195
715030,221,14062016,766,1,2,100
715217,168,30062017,1335,7,3,55
717667,90,24022016,828,106,10,105
717698,90,10012013,828,6,4,105
717717,90,10012013,828,10,14,100
717722,90,10012013,828,10,8,105
717728,90,10012013,828,10,8,100
717739,90,10012013,828,10,4,100
717746,90,10012013,828,6,4,100
718479,156,17122014,2073,23,2,280
718511,156,17122014,1367,23,2,330
720167,224,4112014,959,10,3,50
720544,225,27022017,1701,6,1,70
720656,226,19102018,1375,33,3,85
725244,227,24082017,2342,40,2,60
725982,228,27052015,2320,55,3,85
727065,77,5052014,1325,40,2,99
732985,230,24052016,2023,1,1,80
736099,149,19122017,326,23,2,185
739227,232,28072016,861,6,1,70
741243,233,29042016,824,111,1,100
741631,156,19022015,828,112,3,140
742502,147,3062016,1399,23,1,120
743292,234,6082015,1476,113,1,200
745641,235,10032017,3296,6,2,45
1048515,235,10032017,3296,6,2,30
746644,236,24102013,1838,51,1,370
751725,237,4052016,1986,23,1,320
751806,238,13122016,2872,32,4,63
754663,33,26102017,3135,27,2,86
756329,239,8102015,2297,8,3,80
760499,45,4062017,800,119,1,69
760660,263,5022016,669,40,2,70
762993,264,5092017,680,6,1,60
764915,265,15042015,870,22,6,72
766765,168,30032016,1711,120,1,88
768070,267,2082017,1619,121,2,49
776285,268,30102015,2489,7,1,138
785086,90,3102014,3532,10,4,105
785650,269,12012015,1982,18,3,80
785822,168,9012015,583,120,1,133
786813,270,6122012,1742,26,2,71
787004,270,6122012,1742,33,2,99
789789,168,9012015,2987,9,1,82
791190,168,9012015,583,10,1,97
795692,271,27112017,115,6,7,70
796929,272,6012017,686,101,1,100
797650,273,19012018,2369,2,3,65
801587,274,9012015,2463,27,3,59
804869,275,19042018,1758,6,3,44
804957,276,8102013,1981,2,3,60
805264,275,19042018,332,18,3,76
805293,118,11092015,1736,1,2,65
807198,278,10022016,775,122,3,80
808192,279,28012013,1280,84,2,37
911602,279,28012013,1280,123,2,32
925301,279,28012013,1280,84,4,30
925378,279,28012013,1280,124,4,35
819462,18,18112014,832,13,2,127
18233927,18,18112014,832,23,1,118
819589,18,18112014,2015,27,3,87
820798,101,17122014,787,1,2,50
826608,280,21122017,2724,96,1,119
828063,281,19062013,1406,2,1,50
829448,282,30102014,1417,33,3,180
834220,283,23082019,1092,33,1,85
834674,284,12072016,2133,7,1,120
838844,285,15092017,236,6,3,45
35343482,286,15092017,236,20,1,75
842105,284,12072016,1736,32,1,120
843529,287,8032016,740,49,1,75
844711,288,28112013,3109,27,3,90
846695,288,28112013,3109,2,3,75
846806,288,28112013,3109,13,3,150
845724,289,1022018,2453,1,3,44
847288,143,20082015,831,27,2,75
849989,143,17062015,2103,125,2,120
850008,276,8102003,1981,54,2,60
851559,7,8082018,30,6,2,60
858598,130,7062016,3324,6,1,42
859059,293,19032015,1080,4,1,160
862418,294,8052018,787,2,10,35
865504,188,6032015,1195,6,1,60
865779,296,18052015,3561,126,6,170
869312,297,21012015,1009,1,1,55
869463,297,21012015,1009,2,1,55
869855,299,16102018,1229,1,1,90
870275,300,5122013,781,1,3,45
880865,301,1022018,2237,2,1,55
882367,302,1012015,328,33,1,99
884239,18,18112014,951,33,3,115
888141,303,3102014,1301,7,3,99
896034,304,9012015,856,40,2,40
896591,305,11022015,2255,1,3,60
903287,306,20032015,2256,34,1,45
906305,210,27062016,622,1,3,55
906831,308,21102014,1391,2,1,74
907042,309,30102014,831,15,3,55
920793,311,7012015,1838,23,3,200
920840,311,7012015,1838,127,3,27
920862,311,7012015,1838,84,3,27
920876,311,7012015,1838,124,3,40
920892,311,7012015,1838,124,2,23
2869544,311,7012015,1838,84,2,27
24604290,311,7012015,1838,40,2,45
922585,312,13012015,1743,1,1,55
924473,313,29012015,2539,128,2,125
924662,188,24072018,1086,129,1,50
925879,315,12072016,252,126,3,78
931101,317,17022016,306,33,1,95
933814,98,12022010,664,40,6,75
935811,210,18092018,720,50,3,64
938797,320,12012016,1238,6,3,55
942922,121,5092017,30,55,1,120
943151,88,18062015,1043,26,1,125
943550,6,31122017,827,6,4,70
1097028,6,31122017,827,130,2,100
1103607,6,31122017,827,6,2,50
34954675,6,31122017,827,10,3,150
35720324,6,31122017,827,50,4,70
36271849,6,31122017,827,50,2,70
36329096,6,31122017,827,131,3,100
36449807,6,31122017,827,10,4,100
944662,323,4072015,1993,1,2,45
944960,324,21012015,1986,84,1,25
6290807,324,21012015,1986,84,1,25
29124361,324,21012015,1986,20,1,25
29561695,324,21012015,1986,84,6,20
945673,325,19022014,1547,22,1,50
945691,326,8052018,30,40,21,50
950695,327,29122017,25,132,2,50
951717,14,23112015,2507,15,2,35
952748,328,30032015,1245,54,3,45
952757,329,20032015,1021,2,1,100
954386,330,27062014,2863,2,3,65
954965,330,27062014,2863,2,3,55
958325,40,28122017,1558,133,2,50
960328,56,18122014,2918,1,4,65
1138965,56,18122014,2918,1,2,65
961554,98,8082013,2569,6,3,50
970909,263,16062016,3476,135,2,50
13537442,333,16062016,3476,48,2,196
13692284,333,16062016,3476,82,1,45
13693512,333,16062016,3476,136,2,120
19218913,334,16062016,3476,135,10,65
976954,335,17102017,1377,40,1,100
981823,119,1072015,1787,137,4,70
984260,338,30012015,861,96,1,65
985087,339,27032015,2920,48,1,150
987973,145,7042015,981,2,1,55
991370,340,10122014,30,7,10,45
1006307,342,11052016,984,33,2,60
1012808,90,11122015,3494,53,4,100
1013904,86,15122014,981,112,2,100
1015159,33,13092013,2425,132,3,80
1015672,344,20062014,1751,6,1,45
1015979,238,31122014,337,37,19,99
1016061,177,1072014,2097,6,3,69
1018094,345,8012015,2003,1,1,62
1036380,346,16012015,2769,15,2,60
1038192,347,29062017,2584,9,1,65
1048426,349,23012015,481,10,3,40
1049659,276,8102013,1981,54,4,60
1050645,350,7092017,2585,23,1,119
1052466,351,27032015,1450,1,1,80
1056297,168,9012015,1207,139,6,97
1073166,168,9012015,1207,1,1,106
1090171,168,9012015,1207,140,6,102
1106913,168,9012015,1207,22,1,95
1056544,352,8012015,2943,13,2,160
1069495,23,27042015,2097,27,3,39
1071344,354,31102017,2754,96,15,126
1075655,355,16062014,1791,2,1,69
1085634,188,10102018,1238,1,1,40
1090014,118,19092014,575,141,2,135
1091821,358,12012016,1060,6,3,40
1092702,263,29062018,1204,33,4,90
1251223,359,29062018,1204,20,4,33
15300463,263,29062018,1204,33,2,95
31347665,360,29062018,1204,20,1,35
31348798,360,29062018,1204,20,1,34
32040414,360,29062018,1204,20,3,40
1093747,361,22082017,2275,7,10,70
1095757,362,30052017,208,78,1,47
1098546,363,27022015,537,22,1,58
1098683,90,14062013,735,6,2,105
1100597,215,18102018,866,20,3,35
1100687,365,29122014,702,143,3,110
1106207,366,17052013,999,2,1,69
1106215,367,1062018,734,10,2,80
1109704,368,3022015,2776,22,2,40
1110107,297,21012015,1009,144,1,75
1112596,269,7102016,2397,18,1,28
1113013,369,20122017,2367,20,7,35
7233556,369,20122017,2367,20,7,35
1113142,370,1062017,1516,8,2,99
1114716,168,5052017,1809,6,1,35
1116885,373,27062017,1428,6,3,50
1116968,171,3022015,1749,6,3,32
1120763,237,27042018,1986,33,2,110
1124000,376,7042014,2403,28,1,250
1126009,366,9122015,800,37,1,120
1128670,118,13052015,3034,28,4,100
1129073,70,1122015,800,20,3,27
1142938,70,1122015,800,20,3,27
1129089,378,27062018,3033,126,2,200
1134130,379,28052015,276,67,1,100
1139151,90,11122015,3038,145,2,105
1141518,380,9072015,3168,6,3,45
1143829,263,16012017,2627,54,2,35
1148064,3,16062017,443,1,1,50
1150049,147,11032016,1399,36,1,100
1150070,291,22042015,2742,33,1,120
1157887,385,15032015,1038,2,1,64
1163174,386,19102018,709,2,2,55
1167402,387,13012015,1789,2,4,65
1167624,388,8082014,853,27,3,53
1168772,90,18022015,2747,40,4,100
1168885,97,12102018,3109,61,3,47
1176269,77,5092017,2001,9,2,55
1179865,90,23092013,1305,146,2,105
1185656,389,29102015,2318,3,1,200
1188173,90,23092013,2747,78,10,105
1188395,300,5122013,781,6,3,50
1194273,390,14012015,2425,15,3,86
1197060,194,20102018,1238,7,3,57
1197069,85,31122014,1744,3,4,200
1197772,391,14062017,95,147,3,210
1198570,188,9092016,876,6,3,35
1199811,193,21112014,2585,36,2,89
1202634,394,11092015,2730,33,3,300
1208324,395,12032015,2263,6,2,102
1208909,270,14102014,1788,36,2,75
1209286,396,22012016,3507,6,4,45
1214801,394,2092015,2635,2,3,100
4019862,394,2092015,2635,6,3,50
17473011,397,2092015,2635,8,3,150
36760626,397,2092015,2635,6,3,60
1215943,46,26022018,115,18,3,65
1216731,394,17102018,1010,2,3,100
18285214,399,17102018,1010,78,3,90
18621288,400,17102018,1010,49,1,240
29756045,399,17102018,1010,15,3,90
1217202,401,22082018,2832,147,1,600
1218713,137,6082015,574,26,3,100
1222023,47,5052018,140,36,2,202
1225349,404,24042018,2489,36,3,129
1229115,405,7092017,2831,6,10,100
1232734,406,29062017,2453,8,3,59
1237809,407,11022015,1044,13,3,181
1241506,147,1062016,622,40,3,70
1242711,408,26042019,3576,116,3,195
1246686,410,12092014,861,6,1,62
1248575,411,12052015,1427,33,3,98
1251954,412,3022015,2060,40,1,75
1254395,413,28122017,3087,98,1,80
1259541,122,29052014,115,139,8,25
1335303,122,29052014,115,6,8,50
20098324,122,29052014,115,6,7,50
1260940,415,12072016,1010,50,2,110
1264081,23,27042015,2097,1,2,29
27981308,416,27042015,2097,15,1,55
1272479,417,6032015,3270,2,4,40
1275613,419,11052017,1021,1,2,63
1277431,420,16122014,827,27,1,85
1278764,421,26112014,1478,10,3,150
17730951,423,6062017,683,2,1,39
1284269,424,12052015,1465,96,1,100
1298401,425,29122014,1558,2,3,78
1300113,426,31102017,1782,2,3,62
1300114,130,27012015,2043,1,3,35
1309184,428,6022015,914,111,1,115
1310810,430,29052017,2529,6,6,50
7543221,430,29052017,2529,6,1,60
1315334,198,11042016,2164,22,3,40
1320023,431,20042018,1282,6,2,65
1333402,120,6032015,2795,23,15,98
1333582,120,6032015,58,1,8,55
1342712,346,6012015,994,96,2,85
1343161,313,6022015,6,151,6,77
1345185,8,14012015,2831,61,2,55
1346433,434,4052018,116,152,10,70
1526014,434,4052018,116,153,10,65
1526112,434,4052018,116,154,2,20
2074044,434,4052018,116,155,10,65
2121807,434,4052018,116,157,1,22
25199767,434,4052018,116,152,11,100
25202422,434,4052018,116,159,4,19
1350705,435,5072018,1302,10,1,79
1352297,233,9062015,2597,1,3,33
1367292,437,30062017,2169,1,1,77
1367921,438,24072017,882,14,3,30
1368336,175,12102015,15,32,1,70
1373231,170,9122014,2839,96,10,100
1374173,157,16032015,775,96,1,110
1374395,327,30032016,800,1,3,55
1378010,441,8082017,995,20,3,45
18585525,441,8082017,995,20,3,30
1378048,270,30112017,1509,33,10,100
1380975,442,10042015,875,160,2,18
8513276,442,10042015,875,160,1,20
1390653,407,12022015,1044,13,7,161
1390783,443,21102014,2555,6,2,60
1395018,444,10102018,592,107,3,114
1398805,156,20122014,1680,23,2,260
1406437,438,5052017,2728,1,4,37
1406856,445,2102015,2808,142,2,41
19501840,445,2102015,2808,162,3,30
25259385,445,2102015,2808,20,2,34
1407276,446,20102018,3333,2,1,45
1409855,447,14072015,1286,10,1,67
1410856,190,4082015,2237,20,4,49
1411656,448,2122016,1246,7,3,68
1412335,449,26012010,81,36,4,100
1415628,381,25012016,109,33,2,110
1415659,381,25012016,811,6,2,60
1424459,450,5062015,743,112,10,90
1450580,119,5062019,856,9,2,70
1452089,451,2022015,1592,163,2,48
1464743,451,2022015,1592,68,3,45
1465696,451,2022015,1592,164,3,48
1508224,451,2022015,1592,163,2,48
1452504,452,10092015,1125,2,1,75
1590999,452,10092015,1125,40,3,130
1453045,453,23122014,496,2,2,40
1465212,455,20012015,3122,2,10,60
1466410,456,5022018,1160,61,2,28
1470914,60,10112016,1492,4,3,75
1483243,459,7072015,1010,165,2,60
1484616,370,10042017,1516,4,3,120
1487586,460,1092015,1765,10,3,50
1488382,461,23102017,3368,166,3,75
1493384,462,2052017,2264,20,3,33
1496508,8,8082018,1825,54,8,69
1496856,8,14012015,2831,2,4,75
1502992,463,27032018,1827,6,20,90
24404665,464,27032018,1827,6,3,90
1503219,14,23112015,1825,1,2,40
1504160,18,18112014,832,13,3,195
1505591,33,13102016,3381,27,4,80
1506789,38,22092015,2276,2,1,50
1508078,466,8082013,896,10,3,120
1509249,22,16052016,1492,6,3,40
1517535,468,9032016,1363,10,3,55
1522440,24,27052014,1251,17,3,44
1522441,24,27052014,1650,1,3,49
1523370,470,6092017,294,26,3,120
1525214,471,20012015,1451,1,1,58
1532889,38,9052014,1528,2,3,50
1533868,71,28012014,2957,2,1,75
1538897,472,29022016,667,15,1,50
1541393,472,23102014,667,36,3,145
1542519,213,25022015,937,6,2,44
1549906,474,20062014,447,2,1,59
1556071,475,12022016,9,6,2,65
13021853,387,12022016,9,1,2,69
17237652,387,12022016,9,14,2,72
1559475,213,23042015,1335,46,4,54
1563589,477,3062014,1847,36,3,170
1564353,478,23112016,2312,40,18,115
1566640,479,20122014,2178,1,2,70
1568172,480,7092015,2521,4,3,60
1572547,481,27062017,806,78,3,61
1580765,71,31102014,503,26,1,90
1582531,482,30062017,3358,6,2,35
1590202,483,16012018,2207,9,3,79
1591355,484,8042015,3124,6,6,55
1591899,38,27112014,1492,61,1,150
1593374,238,31122014,2318,2,18,50
1608229,486,30052012,1255,132,2,63
21918736,487,30052012,1255,168,15,58
1616519,301,8052015,2979,27,1,80
1628119,489,16122014,2209,10,3,52
1632450,101,12062015,1366,10,2,57
25073369,381,12062015,1366,10,1,69
1636024,47,6072017,1687,33,3,100
1646031,495,17022018,3261,92,1,500
1659471,131,7012015,1616,146,3,75
1663817,77,8052014,856,36,3,127
1670147,496,1062018,1831,169,1,40
1671410,121,17072017,1688,8,3,135
1672286,498,25082017,1125,170,1,34
1675398,137,26012015,3136,33,1,123
1676645,500,13082013,2425,1,1,100
1679907,501,1092017,1251,15,1,65
1683495,171,23092014,672,109,2,90
1692949,171,23092014,672,171,2,90
1695056,502,8032010,2953,76,6,106
1701395,503,28042015,644,92,3,189
1701590,504,25032015,25,27,18,65
1703240,505,24022015,2248,173,1,150
1720796,507,14092018,1674,54,6,80
1721829,175,14102016,743,51,3,160
1726473,509,30062017,1833,22,3,40
1726996,300,5122013,781,1,3,50
1727325,38,15102018,1095,174,3,65
1731305,125,4052017,1331,102,3,75
1733994,512,19102018,2225,1,2,50
28924228,512,19102018,2225,15,3,45
1735993,513,29122017,1779,49,1,79
1737527,514,5072017,2425,1,2,39
1745355,515,5012016,421,7,3,49
1754700,516,19062014,3553,7,6,100
1760518,385,29112013,489,2,1,66
1763340,517,30122015,1492,6,1,80
1766455,179,24032017,2618,139,3,44
1766590,179,24032017,2618,15,2,43
1767257,149,19122017,1847,18,2,135
1773997,224,4112014,1332,1,3,45
1778724,119,22122014,2132,40,4,70
1792236,521,1042015,2613,99,1,40
1794411,521,1042015,2613,85,1,40
1792764,478,26012015,3244,40,1,115
1793284,522,1011970,1674,36,22,75
1796065,352,15012015,1080,13,2,110
1801264,524,10022016,1477,177,3,75
1905337,524,10022016,1477,178,3,60
23385900,524,10022016,1477,179,1,95
1814164,90,19122013,1210,2,11,100
1820114,72,7042016,1427,27,1,100
1826325,366,9122015,2043,49,1,80
1846735,527,21072017,876,1,4,80
1855225,90,19122013,1210,2,13,105
1855257,90,19122013,1210,40,14,105
1855526,352,15012015,1349,23,2,99
1869774,528,15012018,1774,22,1,69
1891486,121,22082017,3461,1,1,60
1892459,14,23112015,2231,1,3,45
1897824,530,15032016,1981,22,1,65
1900295,531,16022018,775,14,1,80
1912564,522,2022015,1684,180,6,200
1915721,533,20012016,2564,10,3,75
1916892,534,27062014,1736,2,1,79
1923267,535,1092017,899,6,3,40
2768087,535,1092017,899,15,2,37
6669468,535,1092017,899,27,2,80
1933183,270,6122012,1742,23,2,160
1937934,270,21012011,1788,33,23,161
1938376,536,29082013,1681,181,1,70
1938910,270,21012011,1788,27,3,76
1946199,537,22012018,1781,182,3,35
1947268,120,6032015,2804,18,15,85
1947812,538,19012015,1357,78,1,1167
1948954,539,30032019,552,2,2,68
1954421,101,3032015,41,49,3,106
1958234,542,5012015,1647,7,1,68
1960274,543,27112014,1828,2,2,60
4235751,86,27112014,1828,15,2,55
1960436,543,27112014,1828,2,2,65
1963652,545,29012015,1341,4,3,80
1965533,139,8112012,515,13,3,139
1968490,118,16102015,1238,26,3,180
1978974,546,20062017,3254,102,1,65
1992919,101,12022016,800,39,12,78
1994415,547,10052017,2762,49,1,60
1998055,548,17032016,1729,116,3,130
