,ID,property_id
151,6145750,1
152,6259697,1
153,6287895,1
154,6290278,1
155,6501843,1
156,6347028,1
157,6487616,1
158,6542993,1
159,6606786,1
160,6612676,1
161,6625726,1
162,6633093,1
163,6726148,1
164,27413845,1
165,6809965,1
166,6869819,1
167,6906781,1
168,7048266,1
169,7049481,1
170,7067094,1
171,7212061,1
172,7249488,1
173,13049921,1
174,7249545,1
175,7453188,1
176,7529189,1
177,7626807,1
178,7663684,1
179,41710603,1
180,7794844,1
181,7830329,1
182,7849782,1
183,7945913,1
184,7947446,1
185,8040116,1
186,8602270,1
187,8602777,1
188,8044338,1
189,8196287,1
190,8266128,1
191,8317516,1
192,8321651,1
193,8325918,1
194,8639587,1
195,8643249,1
196,8733541,1
197,10364370,1
198,13450815,1
199,9023728,1
200,35779669,1
201,9077974,1
202,9114951,1
203,9206451,1
204,35933289,1
205,9251933,1
206,9409084,1
207,9499880,1
208,9500863,1
209,15729180,1
210,9573206,1
211,9710017,1
212,9713438,1
213,9763423,1
214,9763624,1
215,9830445,1
216,10038699,1
217,10067807,1
218,10079706,1
219,10355658,1
220,10387525,1
221,10624633,1
222,30528030,1
223,10893016,1
224,11135311,1
225,11183106,1
226,11241955,1
227,11267287,1
228,11356685,1
229,11392952,1
230,11411694,1
231,11453884,1
232,11467143,1
233,11483513,1
234,11489874,1
235,11579539,1
236,11602183,1
237,11633824,1
238,11651280,1
239,11655950,1
240,11671152,1
241,32325118,1
242,11825800,1
243,11846270,1
244,11902225,1
245,11971022,1
246,12090082,1
247,12149173,1
248,12206393,1
249,12224234,1
250,12228964,1
251,12241762,1
252,12266759,1
253,12289333,1
254,12341889,1
255,12355801,1
256,12399528,1
257,12430917,1
258,12544705,1
259,12566763,1
260,12588946,1
261,12606714,1
262,12733456,1
263,12787269,1
264,12840695,1
265,30762616,1
266,12914049,1
267,12961350,1
268,12977538,1
269,12995183,1
270,13043439,1
271,13120752,1
272,13134143,1
273,13144756,1
274,13151917,1
275,13263503,1
276,13275397,1
277,13325238,1
278,13325770,1
279,13388066,1
280,13464873,1
281,13616710,1
282,13669277,1
283,13750139,1
284,13754917,1
285,13840423,1
286,14131833,1
287,13988350,1
288,14036920,1
289,14038351,1
290,14055303,1
291,14117573,1
292,14237195,1
293,14264290,1
294,14289077,1
295,14316948,1
296,14388260,1
297,14397614,1
298,14404574,1
299,14436470,1
300,14477126,1
301,14502972,1
302,14509748,1
303,14516694,1
304,14525293,1
305,29872416,1
306,40386321,1
307,26143136,1
308,14571262,1
309,14586575,1
310,14645304,1
311,14702856,1
312,14713252,1
313,14754501,1
314,14992726,1
315,15035469,1
316,15266096,1
317,41370118,1
318,15326651,1
319,15335253,1
320,15335698,1
321,15415608,1
322,15419152,1
323,15441563,1
324,15457314,1
325,15457393,1
326,15539759,1
327,15556920,1
328,15579013,1
329,15579368,1
330,15699029,1
331,15745125,1
332,15769127,1
333,15838905,1
334,15854729,1
335,15878041,1
336,15883078,1
337,15896707,1
338,15906992,1
339,15908388,1
340,15910287,1
341,15910786,1
342,15911278,1
343,15935800,1
344,15970737,1
345,15972257,1
346,15995054,1
347,16021223,1
348,16036162,1
349,16046057,1
350,16117908,1
351,16152858,1
352,16154693,1
353,16256428,1
354,16344398,1
355,16438576,1
356,16476486,1
357,16558549,1
358,16658672,1
359,16723715,1
360,16749522,1
361,16819716,1
362,16907332,1
363,16912042,1
364,16971171,1
365,16971379,1
366,16981066,1
367,16982481,1
368,17023000,1
369,40610140,1
370,17036065,1
371,17043235,1
372,17163749,1
373,17168531,1
374,17168808,1
375,17169039,1
376,17169085,1
377,17171754,1
378,17174158,1
379,17175790,1
380,17183384,1
381,23604710,1
382,17207113,1
383,17234920,1
384,17236983,1
385,18504584,1
386,17237811,1
387,17476516,1
388,17298560,1
389,17299652,1
390,17299809,1
391,17299878,1
392,17338356,1
393,17361078,1
394,17399928,1
395,17400934,1
396,17421868,1
397,17514847,1
398,17580545,1
399,17630224,1
400,17645433,1
401,17714362,1
402,17808574,1
403,17808628,1
404,17830023,1
405,17840708,1
406,17875720,1
407,17877935,1
408,17889068,1
409,17961530,1
410,17977819,1
411,17979001,1
412,17985012,1
413,18002390,1
414,20027032,1
415,18046370,1
416,18076596,1
417,18082791,1
418,18091575,1
419,18123975,1
420,18153315,1
421,18166531,1
422,18167699,1
423,18191955,1
424,18203444,1
425,18220194,1
426,18220952,1
427,18272177,1
428,18307578,1
429,18320587,1
430,18341884,1
431,18342358,1
432,18346418,1
433,18355599,1
434,18380791,1
435,18382621,1
436,18388310,1
437,18394769,1
438,18422071,1
439,18431613,1
440,18447705,1
441,18496273,1
442,18540955,1
443,18598068,1
444,18605398,1
445,18753795,1
446,18754657,1
447,18761863,1
448,18875713,1
449,18912428,1
450,18927242,1
451,18942251,1
452,18944784,1
453,18945733,1
454,18946208,1
455,19081519,1
456,19081921,1
457,18975826,1
458,18976468,1
459,18976657,1
460,19004657,1
461,19017834,1
462,19049500,1
463,19082913,1
464,19131277,1
465,19131918,1
466,19206933,1
467,19314951,1
468,19386235,1
469,19397881,1
470,19403956,1
471,19423725,1
472,19502930,1
473,19504892,1
474,19545604,1
475,19552723,1
476,19553310,1
477,19566422,1
478,19571448,1
479,19605218,1
480,19633078,1
481,19635433,1
482,19641654,1
483,19644317,1
484,19673238,1
485,19673892,1
486,19711866,1
487,19725555,1
488,19780745,1
489,19817977,1
490,19856831,1
491,19874724,1
492,19891451,1
493,19944045,1
494,19955819,1
495,19976580,1
496,19981055,1
497,20002238,1
498,20003202,1
499,20003319,1
500,20154789,1
501,20188343,1
502,20227849,1
503,22312831,1
504,20314827,1
505,20444863,1
506,20514887,1
507,20518141,1
508,20719083,1
509,36402717,1
510,20778206,1
511,20878555,1
512,20996196,1
513,21008913,1
514,21022737,1
515,21048390,1
516,21074822,1
517,21132000,1
518,21132284,1
519,21163595,1
520,21190729,1
521,21196577,1
522,21197448,1
523,21259632,1
524,21272761,1
525,21411083,1
526,21421458,1
527,21422234,1
528,21422725,1
529,21469452,1
530,21480804,1
531,21537902,1
532,21629924,1
533,21638054,1
534,21647667,1
535,21710830,1
536,32708030,1
537,21877174,1
538,21879456,1
539,21910945,1
540,21919209,1
541,21919694,1
542,21920034,1
543,21966182,1
544,22033368,1
545,22061232,1
546,22112936,1
547,22176752,1
548,22258807,1
549,22315079,1
550,22330876,1
551,22376169,1
552,22405891,1
553,22419451,1
554,22458570,1
555,22504778,1
556,22643055,1
557,22643883,1
558,22644501,1
559,22644841,1
560,22666835,1
561,22688178,1
562,22788608,1
563,22824982,1
564,22874484,1
565,22931857,1
566,22933825,1
567,22953200,1
568,22954242,1
569,22956806,1
570,22969081,1
571,22978307,1
572,22985128,1
573,22998842,1
574,23105617,1
575,23148782,1
576,23183385,1
577,24652676,1
578,23216251,1
579,23276329,1
580,23378073,1
581,23435081,1
582,23437851,1
583,23451698,1
584,23463690,1
585,23537315,1
586,23565890,1
587,23604133,1
588,23604992,1
589,23624211,1
590,23644389,1
591,23645761,1
592,23679130,1
593,23695697,1
594,23698190,1
595,23745822,1
596,23764103,1
597,23822069,1
598,23826697,1
599,23850941,1
600,23853160,1
601,23890288,1
602,23910031,1
603,23920095,1
604,23933967,1
605,23956049,1
606,24370237,1
607,23984301,1
608,23987216,1
609,24032738,1
610,24055672,1
611,24063705,1
612,24093476,1
613,24116999,1
614,24129973,1
615,24196102,1
616,26458782,1
617,24236876,1
618,24239024,1
619,24243463,1
620,24249868,1
621,24284932,1
622,24317413,1
623,24353660,1
624,24377479,1
625,24445366,1
626,24445745,1
627,24452740,1
628,24458343,1
629,24482489,1
630,24486417,1
631,24568891,1
632,24569983,1
633,24608094,1
634,24647756,1
635,24666808,1
636,24689170,1
637,24698494,1
638,24721617,1
639,24767868,1
640,24776040,1
641,24789267,1
642,24796356,1
643,24821053,1
644,24848947,1
645,26700287,1
646,32600795,1
647,32735145,1
648,24934640,1
649,24939608,1
650,24993015,1
651,25009136,1
652,25044741,1
653,25048457,1
654,25052014,1
655,32392271,1
656,25093028,1
657,25132649,1
658,25185019,1
659,25204912,1
660,25247547,1
661,25251011,1
662,25306726,1
663,25306806,1
664,25367889,1
665,25417415,1
666,25427003,1
667,25442319,1
668,25477120,1
669,25563894,1
670,25580546,1
671,25614982,1
672,25668899,1
673,25770013,1
674,25935641,1
675,25801462,1
676,25809050,1
677,25869185,1
678,25870906,1
679,25886653,1
680,25946659,1
681,25962877,1
682,26027951,1
683,26033522,1
684,26051744,1
685,26057311,1
686,26093410,1
687,26099620,1
688,26100524,1
689,26128650,1
690,26154664,1
691,26210849,1
692,26216803,1
693,26221774,1
694,26242865,1
695,26266809,1
696,26302507,1
697,26376109,1
698,26424088,1
699,26424486,1
700,26458249,1
701,26879345,1
702,26625426,1
703,26628454,1
704,26646777,1
705,26714586,1
706,26717537,1
707,26764754,1
708,26774864,1
709,26794146,1
710,27007337,1
711,27010797,1
712,27042461,1
713,27071086,1
714,27120946,1
715,27182006,1
716,27298492,1
717,27324152,1
718,27360307,1
719,27387449,1
720,30044423,1
721,27421873,1
722,27484806,1
723,27526091,1
724,27551456,1
725,27576587,1
726,27591382,1
727,27655593,1
728,30771786,1
729,27702762,1
730,27821336,1
731,27832062,1
732,27874543,1
733,27899402,1
734,27944209,1
735,27949494,1
736,27953818,1
737,27959738,1
738,28080929,1
739,28080930,1
740,28080931,1
741,28097887,1
742,28116572,1
743,28122192,1
744,28134250,1
745,28146610,1
746,28158671,1
747,28172145,1
748,28171470,1
749,28271042,1
750,28407627,1
751,28450662,1
752,28594289,1
753,28624400,1
754,28659305,1
755,28769115,1
756,28774368,1
757,28826739,1
758,28835780,1
759,28933920,1
760,28951665,1
761,28953953,1
762,28954236,1
763,29009387,1
764,29868594,1
765,29895416,1
766,29896129,1
767,29116100,1
768,29116972,1
769,29122367,1
770,29180605,1
771,29186161,1
772,29201343,1
773,29202021,1
774,29206274,1
775,29329827,1
776,29350920,1
777,29351526,1
778,29415492,1
779,29447021,1
780,29526107,1
781,29557077,1
782,29557531,1
783,29581678,1
784,29587529,1
785,29667568,1
786,29671905,1
787,29676487,1
788,29677481,1
789,29722651,1
790,29769435,1
791,29798944,1
792,29847280,1
793,29933490,1
794,29944400,1
795,29956375,1
796,29956864,1
797,29957064,1
798,30085481,1
799,30141361,1
800,30141895,1
801,30141984,1
802,30143749,1
803,30144952,1
804,30148550,1
805,30181847,1
806,30199846,1
807,30226730,1
808,30232148,1
809,30243308,1
810,30247053,1
811,30247647,1
812,30310179,1
813,30349031,1
814,30495708,1
815,30496031,1
816,30496202,1
817,30496494,1
818,30496590,1
819,30496647,1
820,30497187,1
821,30502650,1
822,31308438,1
823,30504033,1
824,30504695,1
825,30526893,1
826,30574908,1
827,30643216,1
828,30684760,1
829,30709442,1
830,30754097,1
831,30762390,1
832,30764428,1
833,30765057,1
834,33334903,1
835,30845714,1
836,30934660,1
837,30950094,1
838,31031112,1
839,31074050,1
840,31082616,1
841,31095633,1
842,31135450,1
843,31398351,1
844,31403757,1
845,31403783,1
846,31403809,1
847,31426443,1
848,31527582,1
849,31561666,1
850,31585729,1
851,31595930,1
852,31606756,1
853,31859636,1
854,31712660,1
855,31797746,1
856,31831220,1
857,31834933,1
858,31846357,1
859,31851425,1
860,39540325,1
861,31928799,1
862,31954031,1
863,32001132,1
864,32037045,1
865,32055881,1
866,32087672,1
867,32113493,1
868,32125439,1
869,32162501,1
870,32282917,1
871,32298970,1
872,32301386,1
873,32421786,1
874,32372000,1
875,32377081,1
876,32417034,1
877,32457205,1
878,32463970,1
879,32559796,1
880,32567495,1
881,32607223,1
882,32630019,1
883,32652246,1
884,32708610,1
885,33084810,1
886,32855174,1
887,32863162,1
888,32940151,1
889,33012503,1
890,33033034,1
891,33041247,1
892,33088208,1
893,33135839,1
894,33191715,1
895,33262116,1
896,33332667,1
897,33335825,1
898,33390804,1
899,33416492,1
900,33419142,1
901,33571118,1
902,33577402,1
903,33606740,1
904,33607724,1
905,33641096,1
906,33710890,1
907,33747620,1
908,33803888,1
909,33843318,1
910,33849824,1
911,33853550,1
912,33901382,1
913,33934189,1
914,33935068,1
915,33958866,1
916,33981678,1
917,33982556,1
918,34041209,1
919,34041537,1
920,34162275,1
921,34164208,1
922,34192365,1
923,34356686,1
924,34368322,1
925,34455533,1
926,34531383,1
927,34594230,1
928,34618217,1
929,34651312,1
930,34708110,1
931,34804198,1
932,34811842,1
933,34820702,1
934,34886816,1
935,34946535,1
936,34959128,1
937,34960474,1
938,34960792,1
939,34960971,1
940,34961163,1
941,34961473,1
942,34961953,1
943,34962208,1
944,34962430,1
945,34963442,1
946,35112353,1
947,35152834,1
948,35158400,1
949,35161112,1
950,35162296,1
951,35162432,1
952,35178623,1
953,35297695,1
954,35315352,1
955,35450297,1
956,35452565,1
957,35556487,1
958,35681521,1
959,35764664,1
960,35825363,1
961,35877575,1
962,35938286,1
963,35966261,1
964,36098097,1
965,36102159,1
966,36158347,1
967,36159951,1
968,36160357,1
969,36160904,1
970,36192085,1
971,36278246,1
972,36375217,1
973,36450664,1
974,36578692,1
975,36629468,1
976,36653232,1
977,36660264,1
978,36663845,1
979,36700945,1
980,36743170,1
981,36768859,1
982,36783689,1
983,36860081,1
984,36905445,1
985,36906742,1
986,36976285,1
987,36977552,1
988,36977782,1
989,36978108,1
990,36978295,1
991,36978731,1
992,36980114,1
993,36980541,1
994,37052035,1
995,37072166,1
996,37076498,1
997,37121861,1
998,37121327,1
999,37140627,1
1000,37325084,1
1001,37365571,1
1002,37672631,1
1003,37712053,1
1004,37770787,1
1005,37910798,1
1006,37956254,1
1007,38144685,1
1008,38145336,1
1009,38181557,1
1010,38184846,1
1011,38200185,1
1012,38283736,1
1013,38401681,1
1014,38485601,1
1015,38613954,1
1016,38895153,1
1017,38952899,1
1018,38992889,1
1019,39073288,1
1020,39133225,1
1021,39242770,1
1022,39244827,1
1023,39605469,1
1024,40064611,1
1025,40110170,1
1026,40328154,1
1027,40386086,1
1028,40411744,1
1029,40418534,1
1030,40526222,1
1031,40529568,1
1032,40539755,1
1033,40554500,1
1034,40555365,1
1035,40555727,1
1036,40555974,1
1037,40745000,1
1038,40750546,1
1039,40752237,1
1040,40797607,1
1041,40835685,1
1042,41030957,1
1043,41073288,1
1044,41076623,1
1045,41424422,1
1046,41476861,1
1047,41554171,1
1048,41679181,1
1049,41851234,1
1050,41855359,1
1051,29248,2
1052,37067918,2
1053,151327,2
1054,250526,2
1055,41733418,2
1056,300875,2
1057,306191,2
1058,417448,2
1059,438431,2
1060,439888,2
1061,25077128,2
1062,471483,2
1063,472183,2
1064,474818,2
1065,497424,2
1066,500107,2
1067,506047,2
1068,538390,2
1069,557764,2
1070,564050,2
1071,600565,2
1072,604554,2
1073,608573,2
1074,610771,2
1075,619755,2
1076,622084,2
1077,688656,2
1078,700509,2
1079,704038,2
1080,704203,2
1081,706077,2
1082,706775,2
1083,26814867,2
1084,30318762,2
1085,797650,2
1086,804957,2
1087,828063,2
1088,828360,2
1089,846695,2
1090,862418,2
1091,869463,2
1092,39330519,2
1093,880865,2
1094,906831,2
1095,919557,2
1096,952757,2
1097,954386,2
1098,954965,2
1099,987973,2
1100,1075655,2
1101,1106207,2
1102,1157887,2
1103,1163174,2
1104,1167402,2
1105,1214801,2
1106,1216731,2
1107,1272479,2
1108,17730951,2
1109,1298401,2
1110,1300113,2
1111,1407276,2
1112,1452504,2
1113,1453045,2
1114,1465212,2
1115,1496856,2
1116,1506789,2
1117,1532889,2
1118,1533868,2
1119,1549906,2
1120,1593374,2
1121,1760518,2
1122,1814164,2
1123,1855225,2
1124,1916892,2
1125,1948954,2
1126,22631864,2
1127,1960274,2
1128,1960436,2
1129,2020019,2
1130,2022716,2
1131,2052680,2
1132,2252415,2
1133,2561759,2
1134,2627642,2
1135,2631533,2
1136,2676365,2
1137,2783445,2
1138,2824005,2
1139,2856829,2
1140,4480774,2
1141,3036561,2
1142,3042191,2
1143,3051898,2
1144,3065980,2
1145,3067248,2
1146,3099691,2
1147,3137406,2
1148,3171436,2
1149,3173522,2
1150,3198962,2
1151,3204690,2
1152,3209351,2
1153,3238305,2
1154,3238671,2
1155,3253223,2
1156,3262787,2
1157,3274961,2
1158,3278395,2
1159,3361664,2
1160,3379202,2
1161,3464834,2
1162,3467878,2
1163,3493066,2
1164,3502809,2
1165,3531188,2
1166,3547201,2
1167,3603473,2
1168,3632596,2
1169,3645059,2
1170,3677478,2
1171,3729550,2
1172,3838590,2
1173,3846633,2
1174,3900803,2
1175,3854830,2
1176,3923869,2
1177,3938863,2
1178,3939948,2
1179,3948260,2
1180,3973404,2
1181,4028893,2
1182,4046005,2
1183,4047255,2
1184,4203561,2
1185,4276547,2
1186,23650966,2
1187,4451346,2
1188,4460918,2
1189,4464812,2
1190,26595807,2
1191,4466755,2
1192,4490133,2
1193,4508833,2
1194,4524031,2
1195,4591728,2
1196,4609388,2
1197,4628687,2
1198,4675860,2
1199,4743775,2
1200,4775721,2
1201,4791628,2
1202,33343404,2
1203,4800715,2
1204,4837351,2
1205,24936865,2
1206,39958862,2
1207,39959251,2
1208,4986173,2
1209,5011877,2
1210,5126139,2
1211,5161839,2
1212,5237474,2
1213,5245908,2
1214,5250371,2
1215,5337244,2
1216,5360038,2
1217,5367247,2
1218,5377974,2
1219,5380714,2
1220,5431759,2
1221,5453554,2
1222,5508264,2
1223,5517912,2
1224,5578667,2
1225,5596307,2
1226,5646738,2
1227,5703206,2
1228,5719511,2
1229,5725563,2
1230,5756016,2
1231,5758143,2
1232,5773479,2
1233,5789942,2
1234,5803073,2
1235,5803327,2
1236,5831115,2
1237,5883344,2
1238,5899881,2
1239,6099433,2
1240,18692315,2
1241,5962736,2
1242,5978981,2
1243,5987677,2
1244,6001819,2
1245,6068827,2
1246,6099448,2
1247,6113726,2
1248,6142002,2
1249,6157472,2
1250,6162608,2
1251,6181645,2
1252,6214231,2
1253,6244129,2
1254,6251499,2
1255,6296164,2
1256,6296963,2
1257,6316478,2
1258,6316675,2
1259,6332745,2
1260,6396529,2
1261,6450905,2
1262,6472851,2
1263,6498964,2
1264,6554612,2
1265,6807578,2
1266,33586238,2
1267,6758419,2
1268,6773954,2
1269,8304515,2
1270,6775020,2
1271,6858494,2
1272,40725562,2
1273,7049723,2
1274,7060284,2
1275,7070995,2
1276,7212261,2
1277,7225819,2
1278,7284965,2
1279,7319708,2
1280,7341893,2
1281,7345120,2
1282,7367013,2
1283,7402418,2
1284,7492169,2
1285,7495470,2
1286,7514721,2
1287,7612017,2
1288,39718699,2
1289,39718894,2
1290,39719098,2
1291,39719543,2
1292,7732813,2
1293,7743936,2
1294,7745225,2
1295,7806644,2
1296,7820385,2
1297,7820750,2
1298,7821654,2
1299,7829874,2
1300,7831221,2
1301,34365085,2
1302,7976850,2
1303,7980815,2
1304,8149953,2
1305,8180702,2
1306,8204668,2
1307,8297921,2
1308,8413621,2
1309,8422204,2
1310,8486359,2
1311,8503536,2
1312,8536095,2
1313,8702875,2
1314,8751411,2
1315,8776406,2
1316,8821061,2
1317,8899054,2
1318,8952024,2
1319,8961047,2
1320,9019416,2
1321,9065151,2
1322,9094356,2
1323,9109480,2
1324,9109835,2
1325,9114841,2
1326,9136205,2
1327,9143919,2
1328,9181183,2
1329,9279289,2
1330,9461485,2
1331,9490192,2
1332,9505898,2
1333,9540272,2
1334,9608336,2
1335,9609562,2
1336,9827522,2
1337,10104462,2
1338,13634356,2
1339,17185541,2
1340,17915214,2
1341,9783859,2
1342,9792197,2
1343,9862869,2
1344,9926444,2
1345,9975803,2
1346,10117119,2
1347,10129919,2
1348,16037005,2
1349,10189432,2
1350,10198720,2
1351,10223079,2
1352,10223281,2
1353,10223691,2
1354,10251105,2
1355,10267059,2
1356,10362734,2
1357,10403615,2
1358,10530659,2
1359,10531209,2
1360,10590135,2
1361,10599185,2
1362,10740124,2
1363,10826671,2
1364,10944578,2
1365,11035340,2
1366,11056658,2
1367,11067579,2
1368,11120737,2
1369,11161042,2
1370,11162813,2
1371,11166649,2
1372,11177777,2
1373,11301317,2
1374,11334881,2
1375,11339968,2
1376,11352672,2
1377,11394534,2
1378,11411443,2
1379,11505278,2
1380,11542224,2
1381,11579012,2
1382,11651392,2
1383,11696650,2
1384,11713754,2
1385,11781523,2
1386,11784393,2
1387,11810830,2
1388,11822141,2
1389,11877174,2
1390,11899879,2
1391,11940235,2
1392,12020694,2
1393,11970039,2
1394,11984279,2
1395,11998266,2
1396,12002439,2
1397,12021978,2
1398,12034705,2
1399,12041159,2
1400,12041609,2
1401,12062146,2
1402,12084131,2
1403,12084954,2
1404,12106854,2
1405,12132970,2
1406,12217984,2
1407,12229531,2
1408,12279559,2
1409,12318178,2
1410,12354462,2
1411,12431521,2
1412,12478934,2
1413,12489881,2
1414,12508868,2
1415,12531420,2
1416,12537150,2
1417,12577881,2
1418,12589469,2
1419,12607873,2
1420,12784345,2
1421,12787566,2
1422,12848695,2
1423,32373147,2
1424,13864403,2
1425,12971654,2
1426,12988479,2
1427,40887082,2
1428,13003421,2
1429,13029465,2
1430,13046622,2
1431,13071267,2
1432,13073450,2
1433,13078822,2
1434,13085524,2
1435,13171830,2
1436,13188488,2
1437,40996776,2
1438,13262356,2
1439,13263455,2
1440,13325590,2
1441,13342103,2
1442,13347187,2
1443,13369106,2
1444,13375750,2
1445,13386008,2
1446,13410594,2
1447,13433350,2
1448,13462089,2
1449,13490733,2
1450,13519233,2
1451,13597431,2
1452,13610503,2
1453,13640377,2
1454,39685963,2
1455,13709193,2
1456,16120324,2
1457,13760851,2
1458,20539466,2
1459,13800866,2
1460,40008498,2
1461,13824704,2
1462,13839713,2
1463,13860976,2
1464,13873166,2
1465,13922217,2
1466,13922847,2
1467,13923325,2
1468,13925104,2
1469,14012219,2
1470,14026624,2
1471,14029106,2
1472,14082272,2
1473,14086166,2
1474,14091958,2
1475,14150349,2
1476,14215618,2
1477,14231525,2
1478,14263125,2
1479,14357138,2
1480,14393431,2
1481,14484056,2
1482,14531035,2
1483,14535920,2
1484,14549957,2
1485,14607188,2
1486,14646422,2
1487,14690040,2
1488,14704978,2
1489,14709289,2
1490,14709722,2
1491,14814427,2
1492,14985598,2
1493,15034147,2
1494,15061403,2
1495,15084911,2
1496,15094800,2
1497,15121187,2
1498,15129885,2
1499,30715155,2
1500,15147506,2
1501,15186129,2
1502,15191364,2
1503,15319503,2
1504,15322964,2
1505,15331277,2
1506,15348563,2
1507,15389460,2
1508,15390798,2
1509,15392518,2
1510,15403506,2
1511,15423700,2
1512,15432861,2
1513,15433204,2
1514,26144659,2
1515,15463247,2
1516,15478024,2
1517,15486799,2
1518,15487183,2
1519,15497513,2
1520,15541503,2
1521,15574838,2
1522,15575409,2
1523,15701133,2
1524,15717987,2
1525,15728461,2
1526,15729487,2
1527,15787621,2
1528,15811299,2
1529,15819866,2
1530,15895397,2
1531,15896275,2
1532,15908180,2
1533,15908477,2
1534,15914728,2
1535,15922594,2
1536,15952377,2
1537,16024432,2
1538,16040811,2
1539,16096313,2
1540,16100973,2
1541,16123141,2
1542,16146367,2
1543,16152526,2
1544,16187715,2
1545,16306894,2
1546,16313802,2
1547,16334452,2
1548,16344176,2
1549,16349352,2
1550,16438973,2
1551,16454065,2
1552,16460710,2
1553,16494163,2
1554,16602727,2
1555,16615714,2
1556,16662527,2
1557,16676573,2
1558,16706560,2
1559,16707384,2
1560,16717199,2
1561,35929488,2
1562,16734548,2
1563,16750500,2
1564,16776055,2
1565,16781070,2
1566,16822776,2
1567,16834181,2
1568,16868307,2
1569,16901964,2
1570,16904103,2
1571,16913262,2
1572,16928478,2
1573,16936856,2
1574,16936895,2
1575,16972938,2
1576,16982520,2
1577,17009824,2
1578,17088279,2
1579,17139774,2
1580,17151496,2
1581,38541859,2
1582,41172335,2
1583,17221056,2
1584,17236760,2
1585,17268692,2
1586,17284584,2
1587,17298794,2
1588,17328075,2
1589,17329084,2
1590,17366249,2
1591,17374779,2
1592,17377049,2
1593,17378738,2
1594,17399161,2
1595,17413605,2
1596,17507665,2
1597,17565378,2
1598,17582158,2
1599,17586679,2
1600,17604139,2
1601,17613854,2
1602,17618439,2
1603,39983234,2
1604,17637985,2
1605,17638670,2
1606,17666431,2
1607,17667735,2
1608,17689498,2
1609,17689519,2
1610,17695887,2
1611,17712325,2
1612,17749961,2
1613,17750289,2
1614,17802472,2
1615,17820058,2
1616,17820078,2
1617,17820136,2
1618,17830439,2
1619,17836663,2
1620,17846278,2
1621,17846487,2
1622,17862215,2
1623,17875323,2
1624,17878055,2
1625,17899787,2
1626,17901140,2
1627,17933546,2
1628,18105868,2
1629,17950763,2
1630,17977257,2
1631,17992732,2
1632,17998659,2
1633,18003099,2
1634,18003328,2
1635,18023298,2
1636,18036189,2
1637,18047870,2
1638,18067680,2
1639,18068052,2
1640,18869057,2
1641,28154422,2
1642,18087814,2
1643,33806900,2
1644,18138730,2
1645,18159887,2
1646,18179250,2
1647,18186346,2
1648,18188579,2
1649,18210359,2
1650,18219035,2
1651,18220196,2
1652,18224127,2
1653,18226390,2
1654,26946757,2
1655,18312626,2
1656,18369640,2
1657,18401129,2
1658,18426118,2
1659,18428271,2
1660,18480477,2
1661,18487306,2
1662,18499254,2
1663,18525625,2
1664,18542076,2
1665,18564670,2
1666,18573558,2
1667,18595018,2
1668,18610811,2
1669,18645752,2
1670,18660120,2
1671,34959133,2
1672,18700580,2
1673,18735298,2
